Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Dec_2023;CP_Dec_2024;%CP;Sus_Dec_2023;Sus_Dec_2024;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Dec_2024;Conc100_Dec_2024;TPSent_12_meses;TPCPL_Dec_2024;TC_Dec_2024;IAD_12_meses
TJSP;59804;PIRACICABA;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 34 C.J. - PIRACICABA DE PIRACICABA;TR;637;370;-41,9%;389;160;-58,9%;1;275;182;204;4;0;4;2;3 anos e 4 meses;1 ano e 8 meses;2%;27.500%
TJSP;85474;MOGI GUAÇU;SP;CEJUSC - PRÉ-PROCESSUAL;G1, JE;1;2;100%;0;0;;2;1;3;0;0;0;2;0;;1 ano e 8 meses;67%;50%
TJSP;85567;SAO PAULO;SP;VILA PRUDENTE - CEJUSC - PRE-PROCESSUAL;G1;36;37;2,8%;0;0;;25;21;1;0;0;0;37;0;;1 ano e 8 meses;64%;84%
TJSP;10315;SAO CAETANO DO SUL;SP;VARA JUIZADO ESPECIAL CIVEL DE SAO CAETANO DO SUL;G1, JE;4.693;5.504;17,3%;753;992;31,7%;3.381;2.864;5.366;5.236;2.143;672;336;31;1 ano;1 ano e 8 meses;61%;85%
TJSP;83691;SAO PAULO;SP;02 Vara de Violência Doméstica e Familiar Contra a Mulher do Foro Regional V - São Miguel Paulista;G1, JE;4.124;3.943;-4,4%;526;1.330;152,9%;1.333;1.703;3.506;4.308;768;15;172;1;3 anos e 3 meses;1 ano e 8 meses;61%;128%
TJSP;70922;SAO PAULO;SP;12ª CÂMARA DE DIREITO PÚBLICO;G2;5.576;5.958;6,9%;2.315;1.560;-32,6%;6.167;5.834;7.705;7.792;457;445;641;386;10 meses;1 ano e 8 meses;43%;95%
TJSP;70920;SAO PAULO;SP;10ª CÂMARA DE DIREITO PÚBLICO;G2;5.081;5.074;-0,1%;1.958;1.030;-47,4%;6.641;6.676;7.355;5.539;697;578;634;219;8 meses;1 ano e 8 meses;38%;101%
TJSP;17587;FLORIDA PAULISTA;SP;VARA UNICA DE FLORIDA PAULISTA;G1, JE;3.640;3.940;8,2%;1.813;1.959;8,1%;1.722;1.421;4.271;4.493;1.341;133;398;16;1 ano e 2 meses;1 ano e 8 meses;58%;83%
TJSP;9745;ITAPOLIS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ITAPOLIS;G1, JE;1.704;1.797;5,5%;535;541;1,1%;1.235;1.149;222;2.152;912;251;217;25;9 meses;1 ano e 8 meses;52%;93%
TJSP;9339;ATIBAIA;SP;03 CIVEL DE ATIBAIA;G1, JE;4.023;4.598;14,3%;2.002;2.299;14,8%;3.054;2.432;127;12.965;1.768;401;286;8;9 meses;1 ano e 8 meses;49%;80%
TJSP;76483;VOTUPORANGA;SP;02 VARA CRIMINAL DA COMARCA DE VOTUPORANGA;G1, JE;1.201;690;-42,5%;197;127;-35,5%;962;1.596;1.393;4.271;1.274;39;127;2;1 ano e 7 meses;1 ano e 8 meses;26%;166%
TJSP;59895;BATATAIS;SP;TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 39 C.J. - BATATAIS DE BATATAIS;TR;383;11;-97,1%;266;7;-97,4%;1;379;451;5;122;4;0;0;2 anos e 2 meses;1 ano e 8 meses;1%;37.900%
TJSP;74716;JABOTICABAL;SP;VARA PLANTÃO DA 42ª C J - JABOTICABAL;G1, JE;141;149;5,7%;28;46;64,3%;224;0;1;218;0;0;21;0;;1 ano e 8 meses;100%;0%
TJSP;9937;MOJI MIRIM;SP;VARA JUIZADO ESPECIAL CIVEL E CRIMINAL DE MOJI MIRIM;G1, JE;1.430;1.542;7,8%;100;130;30%;2.031;1.959;603;4.350;1.023;686;212;14;5 meses;1 ano e 8 meses;42%;96%
TJSP;10074;PIRAJU;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PIRAJU;G1, JE;2.090;1.902;-9%;262;59;-77,5%;1.927;2.108;6.427;1.451;1.558;374;297;37;1 ano e 7 meses;1 ano e 7 meses;47%;109%
TJSP;10928;SAO PAULO;SP;02 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO FAAP DE CENTRAL;G1, JE;508;496;-2,4%;155;156;0,6%;392;387;19;515;235;140;34;2;8 meses;1 ano e 7 meses;46%;99%
TJSP;10878;MONTE APRAZIVEL;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MONTE APRAZIVEL;G1, JE;1.006;1.222;21,5%;229;219;-4,4%;975;784;1.848;1.090;586;178;195;4;6 meses;1 ano e 7 meses;56%;80%
TJSP;80076;LIMEIRA;SP;5 VARA CIVEL DE LIMEIRA;G1, JE;4.557;5.472;20,1%;274;393;43,4%;2.753;1.812;2.069;8.299;1.379;514;1.396;54;11 meses;1 ano e 7 meses;74%;66%
TJSP;9281;ANDRADINA;SP;03 CUMULATIVA DE ANDRADINA;G1, JE;5.140;5.173;0,6%;1.455;1.581;8,7%;2.987;2.901;9.895;11.262;2.004;535;468;35;1 ano e 4 meses;1 ano e 7 meses;55%;97%
TJSP;9693;IGUAPE;SP;JUIZADO ESPECIAL CIVEL CRIM. DE IGUAPE;G1, JE;1.477;1.656;12,1%;295;387;31,2%;1.248;1.085;825;2.572;739;78;228;19;1 ano e 4 meses;1 ano e 7 meses;54%;87%
TJSP;70855;SAO PAULO;SP;8ª CÂMARA DE DIREITO PRIVADO;G2;10.256;11.982;16,8%;1.365;1.327;-2,8%;18.695;16.638;16.778;15.132;1.425;1.288;1.794;1.357;3 meses;1 ano e 7 meses;39%;89%
TJSP;10863;SAO PAULO;SP;01 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNIP DE LAPA;G1, JE;4.569;3.588;-21,5%;267;262;-1,9%;614;703;1.655;46;309;221;2.550;7;4 meses;1 ano e 7 meses;83%;114%
TJSP;9785;JACAREI;SP;02 FAMILIA SUCESSOES DE JACAREI;G1, JE;6.005;6.852;14,1%;3.137;3.469;10,6%;2.174;1.376;352;9.399;1.429;261;640;23;1 ano;1 ano e 7 meses;71%;63%
TJSP;10704;SUZANO;SP;VARA JUIZADO ESP. CIVEL CRIM. DE SUZANO;G1, JE;6.516;6.480;-0,6%;837;982;17,3%;4.475;4.568;3.779;5.342;3.478;1.059;965;99;1 ano e 1 Mes;1 ano e 7 meses;55%;102%
TJSP;9262;ALTINÓPOLIS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ALTINOPOLIS;G1, JE;942;980;4%;45;43;-4,4%;773;711;1.678;959;611;90;113;4;1 ano;1 ano e 7 meses;57%;92%
TJSP;10134;PRESIDENTE PRUDENTE;SP;JURI/INFANCIA JUVENTUDE DE PRESIDENTE PRUDENTE;G1, JE;849;1.030;21,3%;16;26;62,5%;1.014;868;6.820;2.150;354;130;117;15;9 meses;1 ano e 7 meses;54%;86%
TJSP;9338;ATIBAIA;SP;02 CIVEL DE ATIBAIA;G1, JE;3.550;3.787;6,7%;1.312;1.606;22,4%;2.953;2.711;966;14.136;1.898;481;183;19;8 meses;1 ano e 7 meses;44%;92%
TJSP;59218;SAO PAULO;SP;11 FAMILIA SUCESSOES DE SANTO AMARO;G1;3.995;3.686;-7,7%;360;223;-38,1%;2.759;2.988;9.824;6.560;1.921;557;483;14;1 ano;1 ano e 7 meses;54%;108%
TJSP;10711;TAMBAU;SP;JUIZADO ESPECIAL CIVEL CRIM. DE TAMBAU;G1, JE;811;1.071;32,1%;82;86;4,9%;944;677;1.849;1.210;510;80;80;4;9 meses;1 ano e 7 meses;59%;72%
TJSP;10741;TEODORO SAMPAIO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE TEODORO SAMPAIO;G1, JE;2.228;2.048;-8,1%;510;529;3,7%;1.607;1.813;2.714;1.265;1.050;464;368;6;10 meses;1 ano e 7 meses;45%;113%
TJSP;9647;GUARUJA;SP;02 FAMILIA SUCESSOES DE GUARUJA;G1;3.579;3.843;7,4%;447;506;13,2%;2.245;2.056;4.679;13.974;1.348;515;508;5;1 ano e 1 Mes;1 ano e 7 meses;62%;92%
TJSP;10809;PARANAPANEMA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PARANAPANEMA;G1, JE;370;359;-3%;78;112;43,6%;328;342;95;806;281;81;77;1;8 meses;1 ano e 7 meses;41%;104%
TJSP;9958;NOVA GRANADA;SP;VARA UNICA DE NOVA GRANADA;G1, JE;6.866;5.857;-14,7%;2.274;2.121;-6,7%;4.009;5.067;2.490;11.064;2.682;1.586;593;1;1 ano e 6 meses;1 ano e 7 meses;42%;126%
TJSP;71076;SAO PAULO;SP;16º GRUPO DE CÂMARAS DE DIREITO PRIVADO;G2;47;53;12,8%;0;1;;42;36;33;180;4;23;5;2;4 meses;1 ano e 7 meses;59%;86%
TJSP;12720;EMBU DAS ARTES;SP;VARA JUIZADO ESP. CIVEL CRIM. DE EMBU DAS ARTES;G1, JE;3.764;3.946;4,8%;303;302;-0,3%;2.687;2.523;12.483;1.238;1.411;358;479;33;1 ano;1 ano e 7 meses;59%;94%
TJSP;9524;CHAVANTES;SP;JUIZADO ESPECIAL CIVEL CRIM. DE CHAVANTES;G1, JE;1.870;1.803;-3,6%;893;651;-27,1%;780;869;1.506;1.572;864;113;105;8;2 anos;1 ano e 7 meses;55%;111%
TJSP;10849;SAO PAULO;SP;VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNICASTELO DE ITAQUERA;G1, JE;71;90;26,8%;0;0;;145;0;0;0;0;0;68;4;;1 ano e 7 meses;100%;0%
TJSP;10749;TREMEMBE;SP;SEF DE TREMEMBE;G1;16.216;17.748;9,4%;12.376;12.547;1,4%;2.025;511;2.433;5.748;159;238;237;13;6 anos e 10 meses;1 ano e 7 meses;91%;25%
TJSP;9342;AURIFLAMA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE AURIFLAMA;G1, JE;798;916;14,8%;209;281;34,4%;670;624;1.053;1.479;614;94;187;4;1 ano e 1 Mes;1 ano e 7 meses;50%;93%
TJSP;10103;PORTO FERREIRA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PORTO FERREIRA;G1, JE;1.773;2.034;14,7%;421;459;9%;1.498;1.280;4.357;3.623;914;273;172;51;10 meses;1 ano e 7 meses;55%;85%
TJSP;74676;SERRANA;SP;02 CUMULATIVA DE SERRANA;G1, JE;4.458;5.056;13,4%;684;735;7,5%;2.274;1.738;4.967;3.528;1.442;470;774;1;1 ano e 4 meses;1 ano e 7 meses;71%;76%
TJSP;70884;SAO PAULO;SP;37ª CÂMARA DE DIREITO PRIVADO;G2;6.318;7.551;19,5%;1.892;2.208;16,7%;14.238;11.245;11.547;9.427;670;571;732;624;2 meses;1 ano e 7 meses;32%;79%
TJSP;16883;ATIBAIA;SP;04 CIVEL DE ATIBAIA;G1, JE;3.463;3.876;11,9%;700;842;20,3%;2.954;2.506;5.296;9.793;1.773;588;664;13;10 meses;1 ano e 7 meses;55%;85%
TJSP;10634;SAO ROQUE;SP;VARA JUIZADO ESP. CIVEL CRIM. DE SAO ROQUE;G1, JE;1.733;1.889;9%;118;185;56,8%;1.852;1.703;5.639;5.419;1.341;327;287;25;8 meses;1 ano e 7 meses;50%;92%
TJSP;14325;SAO PAULO;SP;VARA DA REGIAO NORTE DE VIOL. DOMEST. E FAM. CONTRA A MULHER DE SANTANA;G1, JE;13.572;15.522;14,4%;3.541;5.637;59,2%;4.117;3.164;4.079;13.935;911;1.499;1.503;10;2 anos e 6 meses;1 ano e 7 meses;76%;77%
TJSP;10443;SAO PAULO;SP;02 FAMILIA SUCESSOES DE SAO MIGUEL PAULISTA;G1;7.262;7.767;7%;1.646;2.034;23,6%;4.500;4.104;11.222;13.574;3.260;758;605;24;1 ano e 2 meses;1 ano e 7 meses;58%;91%
TJSP;9608;FRANCA;SP;03 FAMILIA SUCESSOES DE FRANCA;G1;4.314;4.783;10,9%;854;941;10,2%;2.470;2.024;3.672;5.416;1.657;378;1.233;19;10 meses;1 ano e 7 meses;65%;82%
TJSP;82750;HORTOLANDIA;SP;3 CIVEL DE HORTOLANDIA;G1, JE;8.429;7.584;-10%;1.038;1.333;28,4%;4.001;3.650;7.768;13.104;2.292;846;780;40;1 ano e 9 meses;1 ano e 7 meses;63%;91%
TJSP;9871;MARILIA;SP;01 CIVEL DE MARILIA;G1, JE;6.824;7.785;14,1%;2.980;3.274;9,9%;3.196;2.160;7.906;8.949;1.632;378;344;11;1 ano e 1 Mes;1 ano e 7 meses;67%;68%
TJSP;59788;SANTOS;SP;01 TURMA CRIMINAL DO COLEGIO RECURSAL DA 1 C.J. - SANTOS DE SANTOS;TR;19;9;-52,6%;0;0;;0;10;3;2;0;0;7;2;;1 ano e 7 meses;47%;
TJSP;9436;CACAPAVA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE CACAPAVA;G1, JE;2.841;3.388;19,3%;157;98;-37,6%;1.847;1.371;1.601;2.165;1.017;372;394;47;1 ano e 5 meses;1 ano e 7 meses;71%;74%
TJSP;70853;SAO PAULO;SP;6ª CÂMARA DE DIREITO PRIVADO;G2;10.337;12.814;24%;795;757;-4,8%;17.149;14.308;15.840;14.505;815;997;1.839;1.354;3 meses;1 ano e 7 meses;46%;83%
TJSP;72871;SAO PAULO;SP;15 FAZENDA PUBLICA DE CENTRAL;G1, JE;4.440;4.522;1,8%;768;734;-4,4%;3.679;3.450;10.961;12.258;2.211;418;825;5;1 ano;1 ano e 7 meses;52%;94%
TJSP;70923;SAO PAULO;SP;13ª CÂMARA DE DIREITO PÚBLICO;G2;4.219;5.284;25,2%;1.602;1.132;-29,3%;7.033;5.995;7.017;6.069;585;950;644;366;4 meses;1 ano e 7 meses;41%;85%
TJSP;10366;SAO JOSE DOS CAMPOS;SP;04 CRIMINAL DE SAO JOSE DOS CAMPOS;G1, JE;873;886;1,5%;247;230;-6,9%;303;404;967;1.430;368;1;319;3;1 ano e 6 meses;1 ano e 7 meses;62%;133%
TJSP;9297;ARACATUBA;SP;01 FAMILIA SUCESSOES DE ARACATUBA;G1;4.633;4.988;7,7%;2.354;2.625;11,5%;2.353;2.055;8.230;8.374;1.792;301;434;29;10 meses;1 ano e 7 meses;53%;87%
TJSP;70933;SAO PAULO;SP;2ª CÂMARA RESERVADA AO MEIO AMBIENTE;G2;695;751;8,1%;27;26;-3,7%;862;826;999;1.145;170;99;133;39;4 meses;1 ano e 7 meses;47%;96%
TJSP;9740;ITAPIRA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ITAPIRA;G1, JE;3.791;4.267;12,6%;830;777;-6,4%;2.016;1.580;3.871;3.201;1.098;246;373;58;1 ano e 3 meses;1 ano e 7 meses;69%;78%
TJSP;9280;ANDRADINA;SP;02 CUMULATIVA DE ANDRADINA;G1, JE;4.472;5.140;14,9%;1.066;1.230;15,4%;3.190;2.460;5.799;15.124;2.025;397;567;21;1 ano;1 ano e 7 meses;61%;77%
TJSP;10354;SAO JOSE DO RIO PRETO;SP;02 FAMILIA SUCESSOES DE SAO JOSE DO RIO PRETO;G1, JE;9.948;9.308;-6,4%;5.529;5.803;5%;3.123;3.832;7.453;15.220;2.646;657;690;2;11 meses;1 ano e 7 meses;48%;123%
TJSP;76914;SAO PAULO;SP;3ª VARA DE FALÊNCIA E RECUPERAÇÕES JUDICIAIS;G1;2.197;2.516;14,5%;161;68;-57,8%;2.538;2.055;38;10.126;640;751;460;1;1 ano e 9 meses;1 ano e 7 meses;54%;81%
TJSP;70848;SAO PAULO;SP;1ª CÂMARA DE DIREITO PRIVADO;G2;11.008;11.579;5,2%;1.179;1.170;-0,8%;14.351;13.622;12.833;12.991;1.503;1.815;1.601;2.028;4 meses;1 ano e 7 meses;43%;95%
TJSP;70718;BAURU;SP;03 FAMILIA SUCESSOES DE BAURU;G1;3.439;3.898;13,3%;183;268;46,4%;2.290;1.852;5.130;6.028;1.549;364;455;3;1 ano e 2 meses;1 ano e 7 meses;66%;81%
TJSP;9552;CUNHA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE CUNHA;G1, JE;865;880;1,7%;181;168;-7,2%;497;466;510;689;438;101;178;6;11 meses;1 ano e 6 meses;60%;94%
TJSP;10941;SAO PAULO;SP;JUIZADO ESPECIAL CIVEL - FEITICO DA VILA (CIC SUL) DE SANTO AMARO - INATIVO;G1, JE;1.759;2.075;18%;13;45;246,2%;938;586;552;1.856;714;171;886;17;1 ano;1 ano e 6 meses;78%;62%
TJSP;82749;HORTOLANDIA;SP;2 CIVEL DE HORTOLANDIA;G1, JE;8.142;7.441;-8,6%;711;1.081;52%;4.124;3.631;6.368;12.229;2.088;968;808;206;2 anos e 1 Mes;1 ano e 6 meses;64%;88%
TJSP;59219;SAO PAULO;SP;12 CIVEL DE SANTO AMARO;G1, JE;13.005;14.605;12,3%;4.115;5.300;28,8%;6.694;5.391;12.250;28.546;3.862;1.439;1.554;133;1 ano e 1 Mes;1 ano e 6 meses;63%;81%
TJSP;59199;ITAPETININGA;SP;02 FAMILIA SUCESSOES DE ITAPETININGA;G1, JE;1.526;1.614;5,8%;425;486;14,4%;1.407;1.326;3.809;3.498;1.062;175;197;1;8 meses;1 ano e 6 meses;46%;94%
TJSP;16269;PIRACICABA;SP;INFANCIA JUVENTUDE DE PIRACICABA;G1;1.214;1.420;17%;16;27;68,8%;1.087;868;2.286;2.094;415;233;244;9;11 meses;1 ano e 6 meses;62%;80%
TJSP;9311;ARARAQUARA;SP;01 FAMILIA SUCESSOES DE ARARAQUARA;G1;3.307;3.444;4,1%;797;825;3,5%;2.260;2.155;3.360;5.188;1.616;471;541;11;11 meses;1 ano e 6 meses;55%;95%
TJSP;74365;SAO PAULO;SP;16 FAZENDA PUBLICA DE CENTRAL;G1, JE;5.443;5.964;9,6%;2.414;2.609;8,1%;4.244;3.064;8.421;13.941;2.451;318;674;6;1 ano;1 ano e 6 meses;52%;72%
TJSP;10784;VOTUPORANGA;SP;02 VARA CÍVEL DA COMARCA DE VOTUPORANGA;G1, JE;4.335;4.709;8,6%;1.342;1.551;15,6%;3.032;2.615;8.784;8.413;2.116;439;664;16;10 meses;1 ano e 6 meses;54%;86%
TJSP;9269;AMERICANA;SP;02 CRIMINAL DE AMERICANA;G1, JE;2.334;2.251;-3,6%;609;423;-30,5%;1.415;1.582;5.691;2.781;1.388;7;474;27;1 ano;1 ano e 6 meses;54%;112%
TJSP;76871;SAO PAULO;SP;1ª VARA EMPRESARIAL E DE CONFLITOS RELACIONADOS À ARBITRAGEM DA COMARCA DA CAPITAL;G1, JE;4.749;5.115;7,7%;292;492;68,5%;2.978;3.370;1.047;13.505;2.336;897;584;138;11 meses;1 ano e 6 meses;58%;113%
TJSP;9899;MIRACATU;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MIRACATU;G1, JE;413;500;21,1%;36;49;36,1%;425;336;1.486;375;219;23;68;4;9 meses;1 ano e 6 meses;55%;79%
TJSP;9576;ELDORADO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ELDORADO;G1, JE;561;560;-0,2%;12;26;116,7%;564;583;815;356;326;68;92;3;9 meses;1 ano e 6 meses;48%;103%
TJSP;10771;VARGEM GRANDE DO SUL;SP;JUIZADO ESPECIAL CIVEL DE VARGEM GRANDE DO SUL;G1, JE;1.609;1.601;-0,5%;324;141;-56,5%;813;865;3.463;1.145;803;125;127;11;2 anos e 6 meses;1 ano e 6 meses;63%;106%
TJSP;10066;PIRACICABA;SP;02 CRIMINAL DE PIRACICABA;G1, JE;947;1.131;19,4%;417;475;13,9%;717;629;2.437;1.763;451;1;187;1;1 ano e 4 meses;1 ano e 6 meses;51%;88%
TJSP;59211;SAO PAULO;SP;07 FAMILIA SUCESSOES DE SANTO AMARO;G1;3.756;4.126;9,9%;406;319;-21,4%;2.677;2.353;10.640;6.243;1.331;623;457;2;11 meses;1 ano e 6 meses;62%;88%
TJSP;9569;DOIS CORREGOS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE DOIS CORREGOS;G1, JE;648;766;18,2%;48;58;20,8%;748;641;1.538;336;479;124;144;4;8 meses;1 ano e 6 meses;52%;86%
TJSP;10507;SAO PAULO;SP;PRECATORIAS CIVEIS DE CENTRAL;G1, JE;1.220;1.536;25,9%;1;1;0%;1.896;150;405;20;0;0;1.191;7;;1 ano e 6 meses;91%;8%
TJSP;9881;MARILIA;SP;02 FAMILIA SUCESSOES DE MARILIA;G1;3.364;3.575;6,3%;1.115;1.231;10,4%;2.614;2.462;7.933;8.259;1.857;426;628;2;9 meses;1 ano e 6 meses;49%;94%
TJSP;9565;DIADEMA;SP;VARA JUIZADO ESPECIAL CIVEL DE DIADEMA;G1, JE;5.790;7.078;22,2%;1.362;1.507;10,6%;4.889;3.727;13.250;2.974;3.284;1.063;1.760;6;9 meses;1 ano e 6 meses;60%;76%
TJSP;59805;ARACATUBA;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 36 C.J. - ARACATUBA DE ARACATUBA;TR;1.589;1.539;-3,1%;1.551;0;-100%;0;51;14;17;5;0;1;0;7 meses;1 ano e 6 meses;2%;
TJSP;59907;LIMEIRA;SP;TURMA CRIMINAL DO COLEGIO RECURSAL DA 10 C.J. - LIMEIRA DE LIMEIRA;TR;36;2;-94,4%;1;0;-100%;0;34;23;4;1;0;0;0;1 ano e 10 meses;1 ano e 6 meses;6%;
TJSP;18317;SANTA BARBARA D'OESTE;SP;02 CRIMINAL DE SANTA BARBARA D OESTE;G1, JE;834;953;14,3%;166;174;4,8%;769;774;1.505;2.199;705;22;189;4;9 meses;1 ano e 6 meses;50%;101%
TJSP;76872;SAO PAULO;SP;2ª VARA EMPRESARIAL E DE CONFLITOS RELACIONADOS À ARBITRAGEM DA COMARCA DA CAPITAL;G1, JE;4.783;5.267;10,1%;304;559;83,9%;3.108;3.363;77;16.381;2.367;795;644;159;11 meses;1 ano e 6 meses;58%;108%
TJSP;10964;SOROCABA;SP;INFANCIA JUVENTUDE DE SOROCABA;G1;8.384;7.350;-12,3%;75;141;88%;7.319;7.587;4.335;13.510;5.327;1.261;1.137;24;8 meses;1 ano e 6 meses;49%;104%
TJSP;74679;SAO PAULO;SP;06 CIVEL DE JABAQUARA;G1, JE;7.212;7.357;2%;1.429;1.921;34,4%;3.204;3.177;17.950;4.022;1.962;1.074;1.615;3;8 meses;1 ano e 6 meses;63%;99%
TJSP;10930;SAO PAULO;SP;02 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO FMU DE CENTRAL;G1, JE;689;672;-2,5%;205;165;-19,5%;669;684;31;805;525;84;107;2;6 meses;1 ano e 6 meses;41%;102%
TJSP;85309;BOITUVA;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;0;0;1;2;0;0;1;0;;1 ano e 6 meses;100%;
TJSP;9676;GUARULHOS;SP;02 FAMILIA SUCESSOES DE GUARULHOS;G1;5.040;5.875;16,6%;1.492;1.616;8,3%;2.828;2.022;5.726;4.938;1.728;337;739;102;1 ano e 1 Mes;1 ano e 6 meses;68%;71%
TJSP;10116;PRAIA GRANDE;SP;VARA JUIZADO ESP. CIVEL CRIM. DE PRAIA GRANDE;G1, JE;5.744;7.039;22,5%;178;232;30,3%;4.266;2.997;5.989;6.288;2.004;1.335;1.080;73;1 ano;1 ano e 6 meses;69%;70%
TJSP;9278;ANDRADINA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE ANDRADINA;G1, JE;2.706;2.754;1,8%;397;458;15,4%;3.773;3.911;10.125;6.472;2.465;876;280;6;5 meses;1 ano e 6 meses;37%;104%
TJSP;9712;ITANHAEM;SP;01 CUMULATIVA DE ITANHAEM;G1, JE;3.844;4.605;19,8%;1.481;1.813;22,4%;3.300;2.558;23.909;7.444;1.949;656;545;19;8 meses;1 ano e 6 meses;52%;78%
TJSP;70885;SAO PAULO;SP;38ª CÂMARA DE DIREITO PRIVADO;G2;11.570;12.134;4,9%;6.628;6.978;5,3%;15.385;12.807;12.725;9.104;1.357;1.043;777;586;2 meses;1 ano e 6 meses;29%;83%
TJSP;59221;SAO PAULO;SP;14 CIVEL DE SANTO AMARO;G1, JE;12.577;14.286;13,6%;4.854;6.100;25,7%;6.639;5.038;5.944;35.108;4.212;1.727;1.719;532;11 meses;1 ano e 6 meses;62%;76%
TJSP;18333;MOGI DAS CRUZES;SP;INFANCIA E JUVENTUDE DE MOGI DAS CRUZES;G1;1.403;1.420;1,2%;33;63;90,9%;1.573;1.457;5.622;2.006;993;252;273;6;8 meses;1 ano e 6 meses;48%;93%
TJSP;59212;SAO PAULO;SP;08 FAMILIA SUCESSOES DE SANTO AMARO;G1;4.519;4.669;3,3%;762;681;-10,6%;2.663;2.498;11.496;11.229;1.720;599;559;7;1 ano e 2 meses;1 ano e 6 meses;61%;94%
TJSP;74364;VINHEDO;SP;3 CUMULATIVA DE VINHEDO;G1, JE;2.616;2.876;9,9%;706;883;25,1%;1.773;1.536;587;7.367;1.247;183;305;6;1 ano e 1 Mes;1 ano e 6 meses;56%;87%
TJSP;78378;JAGUARIUNA;SP;SETOR DE EXECUÇÕES FISCAIS DE JAGUARIÚNA;G1;18.747;16.466;-12,2%;11.319;8.989;-20,6%;517;4.462;9.616;15.936;4.423;5.774;644;20;5 anos e 6 meses;1 ano e 6 meses;64%;863%
TJSP;59220;SAO PAULO;SP;13 CIVEL DE SANTO AMARO;G1, JE;13.005;15.146;16,5%;4.629;5.849;26,4%;6.516;4.506;3.926;27.302;3.571;1.249;1.320;203;1 ano;1 ano e 6 meses;67%;69%
TJSP;84171;SAO PAULO;SP;5 VARA CIVEL DO FORO REGIONAL XII - NOSSA SENHORA DO O;G1, JE;7.750;9.280;19,7%;1.926;2.393;24,2%;2.930;1.600;6.081;8.586;1.316;642;1.260;88;2 anos;1 ano e 6 meses;81%;55%
TJSP;9506;CARDOSO;SP;VARA UNICA DE CARDOSO;G1, JE;4.166;4.251;2%;890;1.168;31,2%;3.599;3.506;11.208;7.418;2.720;492;298;17;11 meses;1 ano e 6 meses;46%;97%
TJSP;9387;BAURU;SP;02 CRIMINAL DE BAURU;G1, JE;1.499;1.451;-3,2%;484;467;-3,5%;736;800;4.352;1.326;703;19;132;7;1 ano e 9 meses;1 ano e 6 meses;55%;109%
TJSP;10143;QUATA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE QUATA;G1, JE;1.002;1.159;15,7%;111;113;1,8%;754;600;1.894;1.071;543;64;239;10;11 meses;1 ano e 6 meses;63%;80%
TJSP;9483;CANANEIA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE CANANEIA;G1, JE;465;428;-8%;53;56;5,7%;361;387;663;536;253;30;57;6;10 meses;1 ano e 5 meses;45%;107%
TJSP;59206;JABOTICABAL;SP;3 VARA CIVEL DE JABOTICABAL;G1, JE;3.357;3.756;11,9%;611;762;24,7%;2.335;1.905;3.130;7.161;1.338;449;436;58;1 ano e 1 Mes;1 ano e 5 meses;61%;82%
TJSP;80282;RIO CLARO;SP;ANEXO DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DE RIO CLARO;G1, JE;1.717;1.556;-9,4%;155;311;100,6%;903;1.300;2.724;2.675;707;0;142;10;2 anos e 5 meses;1 ano e 5 meses;49%;144%
TJSP;59214;SAO PAULO;SP;09 FAMILIA SUCESSOES DE SANTO AMARO;G1, JE;3.942;4.200;6,5%;428;394;-7,9%;2.873;2.555;4.887;9.813;1.755;547;501;4;11 meses;1 ano e 5 meses;60%;89%
TJSP;76890;FERNANDOPOLIS;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;1 ano e 5 meses;100%;
