Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Dec_2023;CP_Dec_2024;%CP;Sus_Dec_2023;Sus_Dec_2024;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Dec_2024;Conc100_Dec_2024;TPSent_12_meses;TPCPL_Dec_2024;TC_Dec_2024;IAD_12_meses
TJSP;10756;TUPI PAULISTA;SP;01 CUMULATIVA DE TUPI PAULISTA;G1, JE;4.700;4.499;-4,3%;1.140;1.141;0,1%;1.628;1.752;4.662;6.412;1.134;364;726;9;8 anos e 5 meses;25 anos e 5 meses;65%;108%
TJSP;10864;SAO PAULO;SP;JUIZADO ESPECIAL CÍVEL - CIC ZONA OESTE-FORO REGIONAL IV - LAPA;JE;367;367;0%;0;0;;0;0;0;0;0;0;359;7;;21 anos e 5 meses;100%;
TJSP;59839;SAO PAULO;SP;02 TURMA CRIMINAL DO I COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;426;404;-5,2%;7;0;-100%;0;21;23;5;0;0;397;0;6 anos e 4 meses;15 anos e 9 meses;95%;
TJSP;59766;SAO PAULO;SP;01 TURMA CIVEL DO I COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;1.293;1.263;-2,3%;188;4;-97,9%;0;33;40;134;1;0;1.078;2;8 meses;15 anos e 9 meses;97%;
TJSP;59792;SAO PAULO;SP;01 TURMA CRIMINAL DO I COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;1.123;1.115;-0,7%;11;0;-100%;1;11;10;25;0;0;1.100;0;;15 anos e 8 meses;99%;1.100%
TJSP;59867;SAO PAULO;SP;04 TURMA CIVEL DO I COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;778;732;-5,9%;193;2;-99%;0;45;50;132;0;0;550;0;;15 anos e 7 meses;92%;
TJSP;59814;SAO PAULO;SP;02 TURMA CIVEL DO I COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;593;571;-3,7%;183;8;-95,6%;0;24;50;139;0;0;331;1;;15 anos e 7 meses;93%;
TJSP;59852;SAO PAULO;SP;03 TURMA CIVEL DO I COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;726;701;-3,4%;161;132;-18%;0;26;43;112;0;0;542;1;10 meses;15 anos e 7 meses;95%;
TJSP;70925;SAO PAULO;SP;15ª CÂMARA DE DIREITO PÚBLICO;G2;19.676;21.417;8,8%;1.154;1.359;17,8%;14.602;12.881;12.743;7.290;1.358;977;13.409;1.335;2 meses;15 anos e 2 meses;61%;88%
TJSP;70927;SAO PAULO;SP;17ª CÂMARA DE DIREITO PÚBLICO;G2;12.256;11.671;-4,8%;444;622;40,1%;7.152;7.744;8.022;4.746;256;32;8.643;410;1 Mes;13 anos e 10 meses;59%;108%
TJSP;10932;SAO PAULO;SP;CARTÓRIO ANEXO DO JUIZADO ESPECIAL CÍVEL SÃO JUDAS-FORO CÍVEL CENTRAL;G1, JE;330;318;-3,6%;7;6;-14,3%;0;0;1;0;0;0;300;4;;13 anos e 9 meses;100%;
TJSP;70926;SAO PAULO;SP;16ª CÂMARA DE DIREITO PÚBLICO;G2;12.521;12.748;1,8%;335;491;46,6%;8.951;8.720;9.899;4.069;332;53;8.967;428;2 meses;13 anos e 5 meses;58%;97%
TJSP;59816;SAO PAULO;SP;02 TURMA CIVEL DO III COLEGIO RECURSAL DA CAPITAL DE SANTO AMARO;TR;1.393;1.345;-3,4%;885;859;-2,9%;2;53;146;26;1;0;464;21;2 anos e 5 meses;13 anos e 3 meses;90%;2.650%
TJSP;70901;SAO PAULO;SP;16ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;2;2;0%;0;0;;0;0;0;0;0;0;2;0;;13 anos e 3 meses;100%;
TJSP;59855;SAO PAULO;SP;03 TURMA CIVEL DO IV COLEGIO RECURSAL DA CAPITAL DE LAPA;TR;472;65;-86,2%;3;6;100%;4;415;323;16;4;1;49;4;3 anos e 7 meses;13 anos e 2 meses;12%;10.375%
TJSP;59817;SAO PAULO;SP;02 TURMA CIVEL DO IV COLEGIO RECURSAL DA CAPITAL DE LAPA;TR;439;74;-83,1%;4;5;25%;6;377;186;3;3;0;66;2;6 meses;12 anos e 8 meses;15%;6.283%
TJSP;70924;SAO PAULO;SP;14ª CÂMARA DE DIREITO PÚBLICO;G2;17.383;19.371;11,4%;1.410;1.723;22,2%;16.343;14.395;15.825;6.319;1.491;1.378;9.600;1.213;3 meses;12 anos;55%;88%
TJSP;10627;SAO PAULO;SP;ITINERANTE PERMANENTE DE CENTRAL;G1, JE;6.740;6.713;-0,4%;21;8;-61,9%;3;8;0;0;0;0;5.279;1.419;;11 anos e 11 meses;100%;267%
TJSP;70888;SAO PAULO;SP;3ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;11;11;0%;0;0;;0;0;0;0;0;0;9;2;;11 anos e 9 meses;100%;
TJSP;11866;CAMPINAS;SP;SEF DE CAMPINAS;G1;303.506;294.141;-3,1%;27.252;29.506;8,3%;7.858;17.378;35.034;28.079;16.380;4.941;246.661;779;8 anos e 8 meses;11 anos e 8 meses;94%;221%
TJSP;59861;SAO PAULO;SP;03 TURMA CIVEL E CRIMINAL DO V COLEGIO RECURSAL DA CAPITAL DE PENHA;TR;173;69;-60,1%;11;10;-9,1%;2;107;42;8;0;0;40;8;;11 anos e 5 meses;36%;5.350%
TJSP;59869;SAO PAULO;SP;04 TURMA CIVEL E CRIMINAL DO V COLEGIO RECURSAL DA CAPITAL DE PENHA;TR;81;81;0%;0;0;;0;0;0;1;0;0;77;6;;11 anos e 5 meses;100%;
TJSP;9916;MOGI DAS CRUZES;SP;1VARA-FORO DISTRITAL DE BRÁS CUBAS;G1, JE;9;8;-11,1%;0;0;;0;1;0;0;0;0;5;1;;11 anos e 5 meses;88%;
TJSP;70886;SAO PAULO;SP;1ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;4;-20%;1;1;0%;0;1;0;0;0;0;1;1;;11 anos e 4 meses;67%;
TJSP;59787;SAO PAULO;SP;01 TURMA CIVEL E CRIMINAL DO V COLEGIO RECURSAL DA CAPITAL DE PENHA;TR;254;75;-70,5%;8;8;0%;23;190;85;44;0;0;45;6;1 ano e 7 meses;11 anos e 4 meses;26%;826%
TJSP;70887;SAO PAULO;SP;2ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;3;3;0%;1;1;0%;0;0;0;0;0;0;0;2;;11 anos e 3 meses;100%;
TJSP;70953;SAO PAULO;SP;1CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;7;5;-28,6%;0;0;;0;2;0;0;1;0;4;1;;11 anos e 3 meses;71%;
TJSP;59835;SAO PAULO;SP;02 TURMA CIVEL E CRIMINAL DO V COLEGIO RECURSAL DA CAPITAL DE PENHA;TR;264;101;-61,7%;9;7;-22,2%;1;181;102;21;3;2;60;8;9 meses;11 anos e 3 meses;34%;18.100%
TJSP;10456;SAO PAULO;SP;02 CRIMINAL DE PENHA;G1, JE;69;53;-23,2%;17;5;-70,6%;0;1;9;0;1;0;37;1;16 anos e 10 meses;11 anos;98%;
TJSP;59882;SAO PAULO;SP;09 TURMA CIVEL DO I COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;215;174;-19,1%;175;0;-100%;0;41;40;107;0;0;5;0;7 meses;11 anos;11%;
TJSP;59768;SAO PAULO;SP;01 TURMA CIVEL DO III COLEGIO RECURSAL DA CAPITAL DE SANTO AMARO;TR;1.056;922;-12,7%;778;750;-3,6%;9;148;170;32;2;0;137;32;;11 anos;54%;1.644%
TJSP;9748;ITAQUAQUECETUBA;SP;SAF DE ITAQUAQUECETUBA;G1;342.418;158.846;-53,6%;12.552;5.700;-54,6%;13.021;197.117;326;6.571;80.953;185.954;66.213;1.992;7 anos e 9 meses;10 anos e 11 meses;44%;1.514%
TJSP;70931;SAO PAULO;SP;3ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;21;20;-4,8%;10;10;0%;0;1;4;15;0;0;8;0;;10 anos e 11 meses;89%;
TJSP;10089;PITANGUEIRAS;SP;01 CUMULATIVA DE PITANGUEIRAS;G1, JE;24.100;23.232;-3,6%;844;903;7%;1.515;1.620;4.279;4.547;961;203;12.932;3.449;2 anos e 5 meses;10 anos e 10 meses;93%;107%
TJSP;9517;CATANDUVA;SP;SAF DE CATANDUVA;G1, JE;86.364;78.594;-9%;3.062;3.901;27,4%;1.075;8.802;3.224;10.105;5.508;1.866;39.251;8.922;7 anos e 2 meses;10 anos e 10 meses;89%;819%
TJSP;9917;MOGI DAS CRUZES;SP;2VARA-FORO DISTRITAL DE BRÁS CUBAS;G1;20;19;-5%;1;1;0%;0;0;0;0;0;0;18;0;;10 anos e 9 meses;100%;
TJSP;70955;SAO PAULO;SP;3CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;4;4;0%;0;0;;0;0;0;2;0;0;4;0;;10 anos e 8 meses;100%;
TJSP;70893;SAO PAULO;SP;8ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;2;2;0%;0;0;;0;0;0;0;0;0;2;0;;10 anos e 8 meses;100%;
TJSP;70895;SAO PAULO;SP;10ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;3;2;-33,3%;0;0;;0;0;0;1;0;0;2;1;;10 anos e 8 meses;100%;
TJSP;70891;SAO PAULO;SP;6ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;2;2;0%;0;0;;0;0;0;0;0;0;2;0;;10 anos e 8 meses;100%;
TJSP;70889;SAO PAULO;SP;4ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;27;28;3,7%;2;2;0%;1;0;0;2;0;0;18;2;;10 anos e 8 meses;100%;0%
TJSP;10266;SANTOS;SP;01 FAZENDA PUBLICA DE SANTOS;G1, JE;179.852;175.042;-2,7%;17.024;18.545;8,9%;6.930;11.911;11.634;22.594;6.498;3.302;130.221;103;7 anos e 5 meses;10 anos e 8 meses;93%;172%
TJSP;10695;SUMARE;SP;SAF DE SUMARE;G1;77.741;66.508;-14,4%;16.143;38.626;139,3%;10.836;22.415;27.436;32.850;7.129;16.271;15.001;101;4 anos e 10 meses;10 anos e 8 meses;55%;207%
TJSP;70956;SAO PAULO;SP;4CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;9;9;0%;0;0;;0;0;0;1;0;0;7;3;;10 anos e 7 meses;100%;
TJSP;9350;PARANAPANEMA;SP;VARA UNICA DE PARANAPANEMA;G1, JE;30.712;21.943;-28,6%;1.180;1.137;-3,6%;1.404;1.644;2.617;5.317;968;166;18.427;23;2 anos e 3 meses;10 anos e 7 meses;93%;117%
TJSP;17565;PIRACICABA;SP;01 FAZENDA PUBLICA DE PIRACICABA;G1, JE;320.795;290.228;-9,5%;123.986;117.802;-5%;7.514;38.094;4.154;26.730;11.852;24.420;142.830;2.724;8 anos;10 anos e 7 meses;82%;507%
TJSP;70899;SAO PAULO;SP;14ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;14;14;0%;2;2;0%;0;0;0;0;0;0;11;1;;10 anos e 6 meses;100%;
TJSP;10196;RIO CLARO;SP;FAZENDA PUBLICA DE RIO CLARO;G1, JE;110.042;85.007;-22,8%;10.164;7.406;-27,1%;1.948;3.968;14.593;5.066;2.085;1.186;69.793;5.150;5 anos e 11 meses;10 anos e 6 meses;95%;204%
TJSP;59238;LORENA;SP;SEF DE LORENA;G1;51.250;48.575;-5,2%;9.371;9.751;4,1%;60;2.708;436;3.481;3.100;1.423;18.493;434;10 anos e 10 meses;10 anos e 5 meses;93%;4.513%
TJSP;9837;LEME;SP;SEF DE LEME;G1;27.305;24.952;-8,6%;2.277;2.773;21,8%;215;2.607;1.094;4.824;1.735;2.111;19.548;84;10 anos e 3 meses;10 anos e 2 meses;89%;1.213%
TJSP;70890;SAO PAULO;SP;5ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;12;13;8,3%;1;1;0%;1;0;0;1;0;0;11;1;;10 anos e 1 Mes;100%;0%
TJSP;59854;SAO PAULO;SP;03 TURMA CIVEL DO III COLEGIO RECURSAL DA CAPITAL DE SANTO AMARO;TR;1.013;969;-4,3%;855;841;-1,6%;3;50;99;13;2;0;108;21;;10 anos e 1 Mes;72%;1.667%
TJSP;70907;SAO PAULO;SP;TURMA ESPECIAL - DIREITO PRIVADO 1;G2;266;265;-0,4%;1;1;0%;32;32;30;17;5;4;200;50;4 meses;10 anos e 1 Mes;89%;100%
TJSP;11647;SAO PAULO;SP;SETOR DE EXECUCOES FAZENDA PUBLICA DE CENTRAL;G1;13.067;12.411;-5%;469;808;72,3%;301;3.439;247;18.160;725;0;6.390;338;23 anos e 8 meses;10 anos;77%;1.143%
TJSP;70897;SAO PAULO;SP;12ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;14;12;-14,3%;2;2;0%;0;1;0;3;0;0;8;3;;10 anos;91%;
TJSP;9395;BAURU;SP;02 FAZENDA PUBLICA DE BAURU;G1, JE;15.615;10.859;-30,5%;6.645;2.863;-56,9%;1.364;1.304;3.674;4.881;992;137;4.616;97;1 ano e 8 meses;10 anos;86%;96%
TJSP;70900;SAO PAULO;SP;15ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;4;-20%;3;3;0%;0;0;0;1;0;0;1;0;;9 anos e 11 meses;100%;
TJSP;59857;MOGI DAS CRUZES;SP;03 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 45 C.J. - MOGI DAS CRUZES DE MOGI DAS CRUZES;TR;444;307;-30,9%;233;170;-27%;1;155;103;45;4;0;126;12;2 anos e 1 Mes;9 anos e 10 meses;47%;15.500%
TJSP;59794;ARARAQUARA;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 13 C.J. - ARARAQUARA DE ARARAQUARA;TR;125;29;-76,8%;18;0;-100%;0;102;164;4;3;0;3;0;1 ano e 10 meses;9 anos e 9 meses;3%;
TJSP;59778;MOGI DAS CRUZES;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 45 C.J. - MOGI DAS CRUZES DE MOGI DAS CRUZES;TR;500;373;-25,4%;285;238;-16,5%;1;136;128;58;1;0;108;35;3 anos e 5 meses;9 anos e 9 meses;50%;13.600%
TJSP;70898;SAO PAULO;SP;13ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;20;18;-10%;3;3;0%;0;2;0;2;0;0;10;5;;9 anos e 8 meses;88%;
TJSP;59884;TAUBATE;SP;TURMA CIVEL DO COLEGIO RECURSAL DA 47 C.J. - TAUBATE DE TAUBATE;TR;331;256;-22,7%;283;253;-10,6%;0;75;131;34;0;0;2;3;10 anos e 2 meses;9 anos e 8 meses;3%;
TJSP;10497;SAO PAULO;SP;VARA UNICA DE PARELHEIROS;G1, JE;56;56;0%;0;0;;0;0;0;0;0;0;54;0;;9 anos e 8 meses;100%;
TJSP;10037;PENAPOLIS;SP;SEF DE PENAPOLIS;G1;50.078;38.065;-24%;2.804;2.340;-16,5%;863;12.864;1.157;3.386;1.737;13.334;27.803;417;9 anos e 3 meses;9 anos e 8 meses;74%;1.491%
TJSP;59769;SAO PAULO;SP;01 TURMA CIVEL DO IV COLEGIO RECURSAL DA CAPITAL DE LAPA;TR;477;105;-78%;6;7;16,7%;6;391;169;4;33;1;89;4;7 meses;9 anos e 8 meses;20%;6.517%
TJSP;70954;SAO PAULO;SP;2CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;3;2;-33,3%;0;0;;0;1;0;0;0;0;1;0;;9 anos e 8 meses;67%;
TJSP;10374;SAO JOSE DOS CAMPOS;SP;02 FAZENDA PUBLICA DE SAO JOSE DOS CAMPOS;G1, JE;15.871;13.329;-16%;3.668;1.800;-50,9%;1.004;993;5.033;2.851;803;93;4.851;27;5 anos e 6 meses;9 anos e 7 meses;92%;99%
TJSP;59230;GUARUJA;SP;FAZENDA PUBLICA DE GUARUJA;G1, JE;355.918;326.545;-8,3%;9.931;20.176;103,2%;4.764;34.049;563;38.281;27.147;13.412;162.905;4.834;8 anos e 1 Mes;9 anos e 7 meses;90%;715%
TJSP;10373;SAO JOSE DOS CAMPOS;SP;01 FAZENDA PUBLICA DE SAO JOSE DOS CAMPOS;G1, JE;17.286;14.108;-18,4%;3.646;3.064;-16%;975;1.873;4.386;3.589;529;138;5.329;27;4 anos;9 anos e 7 meses;85%;192%
TJSP;59765;SAO BERNARDO DO CAMPO;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DE SAO BERNARDO DO CAMPO DE SAO BERNARDO DO CAMPO;TR;47;3;-93,6%;5;0;-100%;2;46;25;1;3;0;1;0;6 anos e 8 meses;9 anos e 7 meses;2%;2.300%
TJSP;10132;PRESIDENTE PRUDENTE;SP;01 EXECUCOES CRIMINAIS DE PRESIDENTE PRUDENTE;G1;5.914;4.080;-31%;189;232;22,8%;573;868;1.903;2.513;302;0;2.104;356;11 anos;9 anos e 7 meses;82%;151%
TJSP;9389;BAURU;SP;01 FAZENDA PUBLICA DE BAURU;G1, JE;19.563;9.864;-49,6%;12.486;3.213;-74,3%;1.369;1.482;2.435;6.021;1.075;52;4.034;89;1 ano e 6 meses;9 anos e 7 meses;82%;108%
TJSP;70892;SAO PAULO;SP;7ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;9;10;11,1%;1;1;0%;1;0;0;0;0;0;7;2;;9 anos e 6 meses;100%;0%
TJSP;10927;SAO PAULO;SP;CARTÓRIO ANEXO DO JUIZADO ESPECIAL CÍVEL UNIB-FORO CÍVEL CENTRAL;G1, JE;3;3;0%;0;0;;0;0;0;0;0;0;2;0;;9 anos e 5 meses;100%;
TJSP;70958;SAO PAULO;SP;6CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;1;1;0%;0;0;;0;0;0;0;0;0;1;0;;9 anos e 5 meses;100%;
TJSP;59231;JACAREI;SP;FAZENDA PUBLICA DE JACAREI;G1;120.142;101.815;-15,3%;13.955;10.442;-25,2%;1.900;20.174;21.941;11.290;4.059;19.393;69.064;4.972;6 anos e 5 meses;9 anos e 4 meses;82%;1.062%
TJSP;59826;MOGI DAS CRUZES;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 45 C.J. - MOGI DAS CRUZES DE MOGI DAS CRUZES;TR;440;254;-42,3%;265;209;-21,1%;2;200;109;61;10;0;36;11;11 meses;9 anos e 4 meses;18%;10.000%
TJSP;70929;SAO PAULO;SP;1ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;17;12;-29,4%;8;5;-37,5%;1;3;3;13;0;0;5;1;;9 anos e 4 meses;70%;300%
TJSP;70894;SAO PAULO;SP;9ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;5;0%;1;1;0%;0;0;0;0;0;0;3;1;;9 anos e 3 meses;100%;
TJSP;9304;ARACATUBA;SP;FAZENDA PUBLICA DE ARACATUBA;G1, JE;129.199;102.556;-20,6%;13.415;14.213;5,9%;9.650;36.153;10.694;9.386;8.525;18.775;35.463;5.436;7 anos e 3 meses;9 anos e 2 meses;71%;375%
TJSP;17559;FRANCISCO MORATO;SP;SEF DE FRANCISCO MORATO;G1;53.594;53.470;-0,2%;4.336;4.973;14,7%;258;1.222;2.422;5.072;835;529;15.779;34;7 anos e 8 meses;9 anos e 1 Mes;98%;474%
TJSP;10740;TAUBATE;SP;02 EXECUCOES CRIMINAIS DE TAUBATE;G1, JE;8.306;4.346;-47,7%;259;188;-27,4%;0;0;4;4;0;0;1.450;699;;9 anos e 1 Mes;100%;
TJSP;71066;SAO PAULO;SP;6º GRUPO DE CÂMARAS DE DIREITO PRIVADO;G2;53;47;-11,3%;0;0;;21;28;14;87;0;12;16;4;6 meses;9 anos e 1 Mes;63%;133%
TJSP;9550;CUBATAO;SP;SAF DE CUBATAO;G1;36.462;23.436;-35,7%;2.833;2.299;-18,8%;620;13.613;1.725;1.345;7.140;7.467;15.972;823;12 anos e 8 meses;9 anos e 1 Mes;61%;2.196%
TJSP;70904;SAO PAULO;SP;19ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;7;6;-14,3%;0;0;;0;1;0;0;0;0;4;2;;9 anos;86%;
TJSP;9568;DIADEMA;SP;FAZENDA PUBLICA DE DIADEMA;G1, JE;125.895;117.649;-6,5%;10.091;8.587;-14,9%;8.330;17.260;7.038;8.273;6.040;10.165;95.726;24;8 anos e 1 Mes;8 anos e 11 meses;86%;207%
TJSP;17561;ITAPEVI;SP;SEF DE ITAPEVI;G1;139.410;85.674;-38,5%;8.346;10.543;26,3%;201;55.564;20.964;44.829;18.464;13.195;39.831;1.968;12 anos e 7 meses;8 anos e 11 meses;57%;27.644%
TJSP;12721;EMBU DAS ARTES;SP;SAF DE EMBU DAS ARTES;G1;133.089;115.745;-13%;14.234;11.558;-18,8%;4.759;22.313;1.493;6.356;4.658;20.482;48.726;3.141;13 anos e 3 meses;8 anos e 11 meses;82%;469%
TJSP;10907;SAO PAULO;SP;CARTÓRIO ANEXO DO JUIZADO ESPECIAL CÍVEL UNIBAN-FORO REGIONAL I - SANTANA;G1, JE;16;12;-25%;5;2;-60%;0;1;0;0;0;0;6;0;;8 anos e 10 meses;88%;
TJSP;9536;COTIA;SP;SAF DE COTIA;G1;133.797;119.295;-10,8%;13.603;12.523;-7,9%;534;17.566;16.269;1.556;4.611;8.378;31.878;3.642;10 anos e 4 meses;8 anos e 10 meses;86%;3.290%
TJSP;10086;PIRASSUNUNGA;SP;SEF DE PIRASSUNUNGA;G1;28.999;19.987;-31,1%;645;646;0,2%;5.953;14.953;1.735;3.955;3.345;10.941;15.080;284;8 anos e 5 meses;8 anos e 10 meses;56%;251%
TJSP;10400;SAO PAULO;SP;02 JURI DE SANTANA;G1, JE;1.446;1.340;-7,3%;248;241;-2,8%;127;202;1.782;2.427;172;71;820;19;3 anos;8 anos e 10 meses;84%;159%
TJSP;9302;ARACATUBA;SP;VARA DA COMARCA DE ARACATUBA;G1;14.584;7.655;-47,5%;2.588;2.973;14,9%;90;162;51;105;156;0;3.699;181;13 anos e 10 meses;8 anos e 10 meses;97%;180%
TJSP;71007;CAMPINAS;SP;05 TURMA CIVEL DO COLEGIO RECURSAL DA 8 C.J. - CAMPINAS;TR;52;5;-90,4%;17;0;-100%;0;53;25;7;0;0;2;0;7 anos;8 anos e 10 meses;4%;
TJSP;59832;ITANHAEM;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 56 C.J. - ITANHAEM DE ITANHAEM;TR;199;49;-75,4%;101;0;-100%;17;176;72;60;16;0;2;46;5 anos;8 anos e 10 meses;1%;1.035%
TJSP;9373;BARUERI;SP;FAZENDA PUBLICA DE BARUERI;G1, JE;67.987;63.947;-5,9%;15.582;14.938;-4,1%;4.848;9.061;7.792;39.947;5.968;1.903;31.758;241;7 anos e 3 meses;8 anos e 9 meses;84%;187%
TJSP;9347;AVARE;SP;01 CRIMINAL DE AVARE;G1, JE;6.839;6.145;-10,1%;254;463;82,3%;1.191;1.535;7.351;2.165;804;378;1.922;1.422;3 anos;8 anos e 9 meses;79%;129%
TJSP;10254;BERTIOGA;SP;01 CUMULATIVA DE BERTIOGA;G1, JE;15.050;14.773;-1,8%;5.556;5.838;5,1%;2.856;2.886;11.441;6.702;2.326;540;1.017;180;2 anos;8 anos e 9 meses;75%;101%
TJSP;10880;OSASCO;SP;VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO FIEO - UNIFIEO DE OSASCO;G1, JE;230;228;-0,9%;125;127;1,6%;0;0;0;0;0;0;5;1;;8 anos e 8 meses;100%;
TJSP;59844;PRESIDENTE PRUDENTE;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 27 C.J. - PRESIDENTE PRUDENTE DE PRESIDENTE PRUDENTE;TR;453;320;-29,4%;417;284;-31,9%;1;147;189;30;1;0;17;13;5 anos e 11 meses;8 anos e 7 meses;10%;14.700%
TJSP;9521;CERQUEIRA CESAR;SP;01 CUMULATIVA DE CERQUEIRA CESAR;G1, JE;9.553;8.896;-6,9%;2.083;2.168;4,1%;1.686;1.846;5.123;3.353;1.113;180;3.534;40;1 ano e 7 meses;8 anos e 7 meses;78%;109%
TJSP;59873;SAO PAULO;SP;05 TURMA CIVEL DO I COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;192;164;-14,6%;162;133;-17,9%;0;30;43;122;0;0;3;0;;8 anos e 7 meses;9%;
TJSP;9335;ATIBAIA;SP;SAF DE ATIBAIA;G1;43.454;41.612;-4,2%;8.151;7.771;-4,7%;2.563;4.396;0;6.955;3.094;1.287;26.146;1.034;9 anos e 3 meses;8 anos e 7 meses;89%;172%
TJSP;10162;RIBEIRAO PIRES;SP;SAF DE RIBEIRAO PIRES;G1;51.425;44.193;-14,1%;5.185;3.968;-23,5%;137;6.804;1.889;5.709;3.408;1.462;32.486;24;11 anos e 6 meses;8 anos e 7 meses;86%;4.966%
TJSP;70903;SAO PAULO;SP;18ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;9;9;0%;2;2;0%;0;0;0;0;0;0;7;0;;8 anos e 6 meses;100%;
TJSP;10829;CAMPINAS;SP;01 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO FAC DE CAMPINAS;G1, JE;8;7;-12,5%;0;0;;0;1;0;0;0;0;5;2;;8 anos e 6 meses;88%;
TJSP;72004;SAO PAULO;SP;6ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;5;1;-80%;0;0;;0;2;1;3;0;0;1;0;;8 anos e 5 meses;33%;
TJSP;72005;SAO PAULO;SP;7ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;9;6;-33,3%;5;4;-20%;0;3;1;2;0;0;1;1;;8 anos e 5 meses;25%;
TJSP;72006;SAO PAULO;SP;8ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;7;5;-28,6%;3;3;0%;0;2;2;3;0;0;1;0;;8 anos e 5 meses;33%;
TJSP;59798;SANTOS;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 1 C.J. - SANTOS DE SANTOS;TR;365;343;-6%;28;14;-50%;4;23;46;0;0;0;206;134;;8 anos e 5 meses;93%;575%
TJSP;72007;SAO PAULO;SP;9ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;20;18;-10%;3;3;0%;0;2;0;4;0;0;12;2;;8 anos e 5 meses;88%;
TJSP;10499;SAO PAULO;SP;02 ESPECIAL INFANCIA JUVENTUDE DE CENTRAL;G1;136;142;4,4%;3;4;33,3%;41;50;329;17;8;17;92;22;6 meses;8 anos e 5 meses;73%;122%
TJSP;71060;SAO PAULO;SP;4ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;22;14;-36,4%;5;4;-20%;1;8;5;13;0;0;9;1;0 anos;8 anos e 5 meses;56%;800%
TJSP;71999;SAO PAULO;SP;24ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;10;10;0%;3;3;0%;0;0;0;0;0;0;5;1;;8 anos e 5 meses;100%;
TJSP;72001;SAO PAULO;SP;26ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;45;43;-4,4%;7;7;0%;0;2;0;0;0;0;28;8;;8 anos e 4 meses;95%;
TJSP;70959;SAO PAULO;SP;ÓRGÃO ESPECIAL;G2;4.002;3.756;-6,1%;450;171;-62%;1.527;1.791;2.059;4.152;1.472;424;2.260;295;9 meses;8 anos e 4 meses;67%;117%
