Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Dec_2023;CP_Dec_2024;%CP;Sus_Dec_2023;Sus_Dec_2024;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Dec_2024;Conc100_Dec_2024;TPSent_12_meses;TPCPL_Dec_2024;TC_Dec_2024;IAD_12_meses;TPSent_12_meses_num;TPCPL_Dec_2024_num
TJSP;17583;SAO PAULO;SP;04 CIVEL DE VILA PRUDENTE;G1, JE;10.897;11.617;6,6%;3.208;3.89;21,3%;3.789;2.945;21.0;22.356;1.451;1.069;655.0;15.0;1 ano e 9 meses;2 anos e 8 meses;72%;78%;21.0;32.0
TJSP;9781;JACAREI;SP;01 CRIMINAL DE JACAREI;G1, JE;6.621;6.018;-9,1%;913.0;1.076;17,9%;1.61;2.672;7.224;1.885;2.044;80.0;1.125;277.0;2 anos e 8 meses;2 anos e 8 meses;65%;166%;32.0;32.0
TJSP;10240;SANTO ANDRE;SP;09 CIVEL DE SANTO ANDRE;G1, JE;8.540;9.625;12,7%;3.114;3.506;12,6%;3.666;2.48;12.694;12.648;2.191;402.0;1.338;34.0;1 ano e 6 meses;2 anos e 8 meses;71%;68%;18.0;32.0
TJSP;9445;CAJURU;SP;JUIZADO ESPECIAL CIVEL CRIM. DE CAJURU;G1, JE;1.172;1.421;21,2%;19.0;21.0;10,5%;489.0;247.0;526.0;708.0;196.0;44.0;749.0;8.0;1 ano e 4 meses;2 anos e 8 meses;85%;51%;16.0;32.0
TJSP;59896;ITUVERAVA;SP;TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 40 C.J. - ITUVERAVA DE ITUVERAVA;TR;151;105.0;-30,5%;83.0;0.0;-100%;1.0;48.0;69.0;35.0;2.0;0.0;2.0;0.0;1 Mes;2 anos e 8 meses;6%;4.800%;1.0;32.0
TJSP;10425;SAO PAULO;SP;03 FAMILIA SUCESSOES DE JABAQUARA;G1, JE;5.404;5.433;0,5%;983.0;1.068;8,6%;2.81;2.796;8.574;16.634;2.148;435.0;1.225;70.0;1 ano e 4 meses;2 anos e 8 meses;61%;100%;16.0;32.0
TJSP;9660;GUARULHOS;SP;06 CIVEL DE GUARULHOS;G1, JE;14.521;15.091;3,9%;5.724;7.072;23,5%;4.927;4.292;14.286;20.84;2.69;1.361;810.0;79.0;1 ano e 6 meses;2 anos e 8 meses;65%;87%;18.0;32.0
TJSP;10536;SAO PAULO;SP;30 CRIMINAL DE CENTRAL;G1, JE;3.152;3.184;1%;849.0;856.0;0,8%;839.0;919.0;5.122;1.734;1.031;4.0;451.0;117.0;3 anos e 4 meses;2 anos e 8 meses;72%;110%;40.0;32.0
TJSP;10092;POA;SP;01 CRIMINAL DE POA;G1, JE;1.250;1.152;-7,8%;173.0;199.0;15%;587.0;760.0;3.181;1.26;321.0;143.0;209.0;27.0;2 anos;2 anos e 8 meses;56%;129%;24.0;32.0
TJSP;9393;BAURU;SP;02 FAMILIA SUCESSOES DE BAURU;G1;5.343;5.519;3,3%;1.252;1.45;15,8%;2.158;1.942;7.858;4.156;1.495;331.0;939.0;40.0;1 ano e 4 meses;2 anos e 8 meses;68%;90%;16.0;32.0
TJSP;73020;CAMPO LIMPO PAULISTA;SP;SEF DE CAMPO LIMPO PAULISTA;G1;14.829;13.889;-6,3%;7.033;7.957;13,1%;59.0;1.008;11.7;10.983;1.098;148.0;3.051;7.0;3 anos e 4 meses;2 anos e 8 meses;85%;1.708%;40.0;32.0
TJSP;10326;SAO CARLOS;SP;03 CRIMINAL DE SAO CARLOS;G1, JE;5.919;4.767;-19,5%;648.0;912.0;40,7%;1.579;2.93;4.845;4.185;2.533;20.0;869.0;25.0;2 anos e 4 meses;2 anos e 8 meses;57%;186%;28.0;32.0
TJSP;10259;SANTOS;SP;VARA ESPECIALIZADA DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER  DE SANTOS;G1, JE;1.839;2.02;9,8%;528.0;736.0;39,4%;581.0;1.032;1.413;4.093;357.0;4.0;366.0;7.0;2 anos e 6 meses;2 anos e 8 meses;55%;178%;30.0;32.0
TJSP;10391;SAO PAULO;SP;01 FAMILIA SUCESSOES DE SANTANA;G1;7.410;8.843;19,3%;2.124;2.151;1,3%;2.922;1.701;4.152;20.56;1.671;489.0;1.865;39.0;1 ano e 7 meses;2 anos e 8 meses;80%;58%;19.0;32.0
TJSP;10052;PINDAMONHANGABA;SP;02 CIVEL DE PINDAMONHANGABA;G1, JE;8.171;8.928;9,3%;1.189;1.572;32,2%;2.965;2.23;1.56;27.176;1.725;630.0;785.0;33.0;1 ano e 9 meses;2 anos e 8 meses;69%;75%;21.0;32.0
TJSP;9255;ADAMANTINA;SP;03 CUMULATIVA DE ADAMANTINA;G1, JE;3.831;4.344;13,4%;1.267;1.348;6,4%;2.194;1.75;4.088;13.216;1.438;273.0;629.0;15.0;2 anos e 2 meses;2 anos e 8 meses;63%;80%;26.0;32.0
TJSP;17971;BAURU;SP;INFANCIA JUVENTUDE DE BAURU;G1, JE;2.349;2.074;-11,7%;56.0;42.0;-25%;1.448;1.609;3.052;2.735;824.0;439.0;612.0;42.0;9 meses;2 anos e 8 meses;56%;111%;9.0;32.0
TJSP;10591;SAO PAULO;SP;27 CIVEL DE CENTRAL;G1, JE;14.053;15.852;12,8%;6.559;7.0;6,7%;5.216;3.146;1.95;31.866;2.671;973.0;1.98;59.0;1 ano;2 anos e 8 meses;74%;60%;12.0;32.0
TJSP;9968;OLIMPIA;SP;01 CIVEL DE OLIMPIA;G1, JE;4.747;4.571;-3,7%;802.0;1.012;26,2%;2.681;2.699;680.0;12.374;1.952;455.0;710.0;14.0;1 ano e 8 meses;2 anos e 8 meses;57%;101%;20.0;32.0
TJSP;10874;MOGI DAS CRUZES;SP;VARA JUIZADO ESP. CIVEL CRIM. DE MOGI DAS CRUZES;G1, JE;4.202;4.587;9,2%;126.0;120.0;-4,8%;6.709;6.308;51.0;16.808;5.039;1.496;1.498;68.0;4 meses;2 anos e 8 meses;41%;94%;4.0;32.0
TJSP;10922;SALTO DE PIRAPORA;SP;VARA UNICA DE SALTO DE PIRAPORA - INATIVO;G1, JE;10.915;11.614;6,4%;3.953;4.49;13,6%;2.965;2.9;7.256;6.436;1.266;1.166;1.014;166.0;3 anos e 9 meses;2 anos e 8 meses;71%;98%;45.0;32.0
TJSP;59228;ITU;SP;EXECUÇÕES CRIMINAIS E INFÂNCIA JUVENTUDE DE ITU;G1;3.035;3.179;4,7%;713.0;655.0;-8,1%;3.379;3.184;3.991;3.053;3.414;117.0;554.0;62.0;11 meses;2 anos e 8 meses;44%;94%;11.0;32.0
TJSP;70871;SAO PAULO;SP;24ª CÂMARA DE DIREITO PRIVADO;G2;11.459;11.333;-1,1%;2.915;3.476;19,2%;16.662;14.089;13.918;14.078;1.105;1.674;944.0;2.116;4 meses;2 anos e 8 meses;36%;85%;4.0;32.0
TJSP;9671;GUARULHOS;SP;06 CRIMINAL DE GUARULHOS;G1, JE;844;763.0;-9,6%;311.0;351.0;12,9%;369.0;455.0;1.631;1.273;392.0;0.0;74.0;4.0;1 ano e 6 meses;2 anos e 8 meses;48%;123%;18.0;32.0
TJSP;9455;CAMPINAS;SP;04 CIVEL DE CAMPINAS;G1, JE;10.948;11.187;2,2%;4.531;4.745;4,7%;3.844;3.245;1.945;14.08;2.258;470.0;435.0;57.0;1 ano e 10 meses;2 anos e 8 meses;66%;84%;22.0;32.0
TJSP;71085;SAO PAULO;SP;5º GRUPO DE CÂMARAS DE DIREITO PÚBLICO;G2;42;40.0;-4,8%;0.0;0.0;0%;27.0;27.0;26.0;111.0;8.0;12.0;9.0;1.0;11 meses;2 anos e 8 meses;60%;100%;11.0;32.0
TJSP;9856;LORENA;SP;01 CIVEL DE LORENA;G1, JE;6.609;7.211;9,1%;1.152;1.163;1%;2.082;1.533;4.893;7.314;1.038;361.0;2.072;48.0;2 anos e 1 Mes;2 anos e 8 meses;80%;74%;25.0;32.0
TJSP;9813;CAMPO LIMPO PAULISTA;SP;02 CUMULATIVA DE CAMPO LIMPO PAULISTA - INATIVO;G1, JE;5.470;5.956;8,9%;764.0;893.0;16,9%;2.743;2.19;10.69;4.244;1.626;397.0;894.0;248.0;1 ano e 7 meses;2 anos e 8 meses;70%;80%;19.0;32.0
TJSP;10719;TAQUARITUBA;SP;VARA UNICA DE TAQUARITUBA;G1, JE;8.774;7.624;-13,1%;3.251;3.163;-2,7%;1.962;3.22;7.093;8.242;2.533;1.178;775.0;31.0;3 anos;2 anos e 8 meses;58%;164%;36.0;32.0
TJSP;10237;SANTO ANDRE;SP;06 CIVEL DE SANTO ANDRE;G1, JE;8.637;9.175;6,2%;4.024;4.301;6,9%;3.534;2.84;7.803;13.522;2.38;472.0;491.0;503.0;1 ano e 3 meses;2 anos e 8 meses;63%;80%;15.0;32.0
TJSP;18309;SOROCABA;SP;DEPARTAMENTO DE EXECUÇÕES CRIMINAIS - 10 RAJ DE SOROCABA;G1;41.557;47.172;13,5%;252.0;826.0;227,8%;12.118;6.509;42.969;55.451;1.362;0.0;28.661;63.0;5 anos e 3 meses;2 anos e 8 meses;88%;54%;63.0;32.0
TJSP;10406;SAO PAULO;SP;06 CIVEL DE SANTO AMARO;G1, JE;18.648;19.752;5,9%;9.111;10.101;10,9%;6.02;4.992;1.312;19.088;3.02;1.847;1.439;87.0;1 ano e 4 meses;2 anos e 8 meses;66%;83%;16.0;32.0
TJSP;10742;TEODORO SAMPAIO;SP;VARA UNICA DE TEODORO SAMPAIO;G1, JE;9.175;9.308;1,4%;1.119;1.081;-3,4%;4.068;4.015;8.277;7.207;2.778;862.0;1.489;216.0;2 anos e 9 meses;2 anos e 8 meses;67%;99%;33.0;32.0
TJSP;14322;SAO PAULO;SP;01 Vara de Violência Doméstica e Familiar Contra a Mulher do Foro Regional V - São Miguel Paulista;G1, JE;5.630;5.02;-10,8%;1.496;2.454;64%;1.373;2.191;2.814;4.693;745.0;10.0;494.0;6.0;2 anos e 10 meses;2 anos e 8 meses;54%;160%;34.0;32.0
TJSP;9610;FRANCISCO MORATO;SP;02 CUMULATIVA DE FRANCISCO MORATO;G1, JE;8.975;9.321;3,9%;684.0;1.165;70,3%;3.171;2.872;3.388;13.434;1.509;686.0;1.603;50.0;2 anos e 3 meses;2 anos e 8 meses;74%;91%;27.0;32.0
TJSP;10290;SAO BERNARDO DO CAMPO;SP;07 CIVEL DE SAO BERNARDO DO CAMPO;G1, JE;8.251;7.396;-10,4%;3.506;2.466;-29,7%;3.715;4.166;8.893;10.14;2.3;700.0;351.0;101.0;1 ano e 3 meses;2 anos e 8 meses;54%;112%;15.0;32.0
TJSP;10408;SAO PAULO;SP;08 CIVEL DE SANTO AMARO;G1, JE;16.797;18.475;10%;7.155;8.142;13,8%;6.236;4.668;2.769;26.875;3.121;1.428;2.622;79.0;1 ano e 2 meses;2 anos e 8 meses;69%;75%;14.0;32.0
TJSP;10657;SERRA NEGRA;SP;02 CUMULATIVA DE SERRA NEGRA;G1, JE;6.573;6.374;-3%;2.581;3.497;35,5%;1.155;1.349;11.312;3.642;1.067;158.0;320.0;9.0;2 anos e 2 meses;2 anos e 8 meses;67%;117%;26.0;32.0
TJSP;9794;JALES;SP;01 VARA CRIMINAL DE JALES;G1, JE;2.568;2.548;-0,8%;477.0;474.0;-0,6%;670.0;665.0;38.0;4.405;485.0;55.0;379.0;30.0;1 ano e 11 meses;2 anos e 8 meses;75%;99%;23.0;32.0
TJSP;9317;ARARAQUARA;SP;02 FAMILIA SUCESSOES DE ARARAQUARA;G1;4.618;4.715;2,1%;998.0;1.142;14,4%;2.448;2.367;366.0;8.523;1.786;535.0;1.01;162.0;1 ano;2 anos e 8 meses;60%;97%;12.0;32.0
TJSP;10289;SAO BERNARDO DO CAMPO;SP;06 CIVEL DE SAO BERNARDO DO CAMPO;G1, JE;7.376;7.793;5,7%;2.581;2.765;7,1%;3.865;3.361;112.0;29.095;2.103;1.17;482.0;9.0;1 ano e 3 meses;2 anos e 8 meses;60%;87%;15.0;32.0
TJSP;9361;BARRETOS;SP;01 CRIMINAL DE BARRETOS;G1, JE;5.847;6.358;8,7%;407.0;558.0;37,1%;1.819;1.449;5.471;7.336;1.016;14.0;866.0;82.0;2 anos e 6 meses;2 anos e 8 meses;80%;80%;30.0;32.0
TJSP;9425;BRAGANCA PAULISTA;SP;02 CRIMINAL DE BRAGANCA PAULISTA;G1, JE;1.645;1.746;6,1%;816.0;886.0;8,6%;976.0;990.0;5.602;2.885;656.0;23.0;208.0;7.0;1 ano e 9 meses;2 anos e 8 meses;46%;101%;21.0;32.0
TJSP;10332;SAO JOAQUIM DA BARRA;SP;01 CUMULATIVA DE SAO JOAQUIM DA BARRA;G1, JE;11.010;6.955;-36,8%;3.645;1.329;-63,5%;3.389;7.407;3.841;16.816;2.485;4.274;876.0;43.0;2 anos e 10 meses;2 anos e 8 meses;43%;219%;34.0;32.0
TJSP;10009;PALMEIRA D'OESTE;SP;VARA UNICA DE PALMEIRA D OESTE;G1, JE;3.862;3.697;-4,3%;754.0;460.0;-39%;2.304;2.436;3.407;4.528;1.619;649.0;872.0;36.0;2 anos e 5 meses;2 anos e 8 meses;57%;106%;29.0;32.0
TJSP;10236;SANTO ANDRE;SP;05 CIVEL DE SANTO ANDRE;G1, JE;7.693;8.166;6,1%;2.614;2.929;12,1%;3.454;2.833;9.132;8.05;2.389;572.0;863.0;57.0;1 ano e 3 meses;2 anos e 8 meses;65%;82%;15.0;32.0
TJSP;10027;PEDERNEIRAS;SP;02 CUMULATIVA DE PEDERNEIRAS;G1, JE;8.653;7.738;-10,6%;3.298;3.791;14,9%;1.804;2.603;5.07;7.365;1.818;330.0;401.0;69.0;3 anos e 10 meses;2 anos e 8 meses;60%;144%;46.0;32.0
TJSP;9943;MONTE ALTO;SP;01 CUMULATIVA DE MONTE ALTO;G1, JE;4.274;3.831;-10,4%;1.832;1.684;-8,1%;1.795;2.234;6.645;6.04;1.918;369.0;322.0;14.0;6 anos;2 anos e 8 meses;48%;124%;72.0;32.0
TJSP;10606;SAO PAULO;SP;42 CIVEL DE CENTRAL;G1, JE;12.943;14.206;9,8%;5.373;5.801;8%;5.913;4.466;8.255;33.511;3.374;858.0;1.309;63.0;11 meses;2 anos e 8 meses;65%;76%;11.0;32.0
TJSP;10194;RIO CLARO;SP;01 CRIMINAL DE RIO CLARO;G1, JE;1.101;1.007;-8,5%;329.0;310.0;-5,8%;329.0;412.0;931.0;1.926;559.0;2.0;87.0;9.0;2 anos e 4 meses;2 anos e 8 meses;63%;125%;28.0;32.0
TJSP;10572;SAO PAULO;SP;08 CIVEL DE CENTRAL;G1, JE;12.363;13.272;7,4%;5.611;6.488;15,6%;5.296;4.371;3.034;34.978;3.511;1.117;1.004;73.0;10 meses;2 anos e 8 meses;61%;83%;10.0;32.0
TJSP;9413;BORBOREMA;SP;VARA UNICA DE BORBOREMA;G1, JE;5.754;5.674;-1,4%;2.223;2.267;2%;1.743;1.809;4.446;6.373;1.387;319.0;340.0;21.0;2 anos e 10 meses;2 anos e 8 meses;65%;104%;34.0;32.0
TJSP;9941;MONGAGUA;SP;SEF DE MONGAGUA;G1;74.340;28.152;-62,1%;53.823;20.545;-61,8%;274.0;46.209;2.43;30.108;1.758;44.67;1.141;4.0;9 anos e 4 meses;2 anos e 8 meses;14%;16.865%;112.0;32.0
TJSP;10024;PAULO DE FARIA;SP;VARA UNICA DE PAULO DE FARIA;G1, JE;5.229;4.522;-13,5%;1.158;882.0;-23,8%;2.765;3.312;1.644;9.605;2.558;413.0;670.0;51.0;2 anos e 3 meses;2 anos e 8 meses;52%;120%;27.0;32.0
TJSP;9500;CARAPICUIBA;SP;01 CIVEL DE CARAPICUIBA;G1, JE;9.593;10.316;7,5%;1.789;2.122;18,6%;3.749;2.985;9.829;6.457;1.898;757.0;889.0;36.0;2 anos;2 anos e 8 meses;73%;80%;24.0;32.0
TJSP;10398;SAO PAULO;SP;02 CRIMINAL DE SANTANA;G1, JE;2.130;1.859;-12,7%;1.045;896.0;-14,3%;562.0;809.0;6.943;3.141;1.059;11.0;474.0;22.0;2 anos e 6 meses;2 anos e 8 meses;54%;144%;30.0;32.0
TJSP;9867;MAIRIPORA;SP;02 CUMULATIVA DE MAIRIPORA;G1, JE;6.391;7.05;10,3%;1.545;1.893;22,5%;2.889;2.284;8.225;9.046;1.346;545.0;983.0;118.0;1 ano e 4 meses;2 anos e 7 meses;69%;79%;16.0;31.0
TJSP;9980;OSASCO;SP;06 CIVEL DE OSASCO;G1, JE;7.976;8.025;0,6%;2.386;2.869;20,2%;3.985;3.868;827.0;24.673;2.692;1.002;1.218;93.0;1 ano;2 anos e 7 meses;57%;97%;12.0;31.0
TJSP;10543;SAO PAULO;SP;05 EXECUCOES CRIMINAIS DE CENTRAL;G1;32.886;35.839;9%;2.802;2.314;-17,4%;9.275;7.136;13.62;13.217;6.406;0.0;11.307;316.0;4 anos e 7 meses;2 anos e 7 meses;82%;77%;55.0;31.0
TJSP;9774;JABOTICABAL;SP;1 VARA CIVEL DE JABOTICABAL;G1, JE;3.675;3.626;-1,3%;765.0;779.0;1,8%;2.29;2.317;16.063;7.014;1.762;414.0;628.0;7.0;2 anos;2 anos e 7 meses;55%;101%;24.0;31.0
TJSP;10157;REGISTRO;SP;03 CUMULATIVA DE REGISTRO;G1, JE;3.462;3.982;15%;643.0;751.0;16,8%;1.371;922.0;3.244;3.853;678.0;165.0;794.0;20.0;1 ano e 8 meses;2 anos e 7 meses;78%;67%;20.0;31.0
TJSP;10379;SAO MANUEL;SP;02 CUMULATIVA DE SAO MANUEL;G1, JE;9.435;8.264;-12,4%;6.014;5.602;-6,9%;1.842;3.042;7.857;5.375;2.646;417.0;315.0;9.0;3 anos e 1 Mes;2 anos e 7 meses;46%;165%;37.0;31.0
TJSP;10460;SAO PAULO;SP;04 CIVEL DE ITAQUERA;G1, JE;17.712;19.406;9,6%;6.888;8.12;17,9%;7.624;5.868;485.0;35.653;3.113;1.985;2.267;20.0;1 ano e 3 meses;2 anos e 7 meses;66%;77%;15.0;31.0
TJSP;10061;PIRACICABA;SP;03 CIVEL DE PIRACICABA;G1, JE;9.812;10.732;9,4%;2.624;2.75;4,8%;3.542;2.523;11.963;10.805;1.927;638.0;665.0;573.0;2 anos;2 anos e 7 meses;76%;71%;24.0;31.0
TJSP;59957;GUARULHOS;SP;VARA JUIZADO ESPECIAL CRIMINAL DE GUARULHOS;G1, JE;3.392;2.632;-22,4%;161.0;140.0;-13%;1.186;1.639;3.686;1.892;1.259;3.0;1.18;71.0;1 ano e 2 meses;2 anos e 7 meses;60%;138%;14.0;31.0
TJSP;10002;OURINHOS;SP;01 CRIMINAL DE OURINHOS;G1, JE;4.255;3.887;-8,6%;875.0;930.0;6,3%;2.047;2.662;8.743;3.899;2.054;16.0;907.0;166.0;2 anos e 1 Mes;2 anos e 7 meses;53%;130%;25.0;31.0
TJSP;9366;BARUERI;SP;02 CIVEL DE BARUERI;G1, JE;8.821;10.08;14,3%;3.788;3.899;2,9%;4.279;3.091;540.0;14.889;2.486;567.0;987.0;67.0;11 meses;2 anos e 7 meses;67%;72%;11.0;31.0
TJSP;10847;SAO PAULO;SP;INFANCIA JUVENTUDE DE ITAQUERA;G1, JE;1.498;1.445;-3,5%;8.0;7.0;-12,5%;1.367;1.353;45.0;6.735;541.0;271.0;302.0;16.0;11 meses;2 anos e 7 meses;52%;99%;11.0;31.0
TJSP;10224;SANTA FE DO SUL;SP;02 CUMULATIVA DE SANTA FE DO SUL;G1, JE;6.286;6.161;-2%;1.076;1.16;7,8%;2.796;3.05;4.225;6.256;1.914;802.0;1.156;36.0;2 anos;2 anos e 7 meses;62%;109%;24.0;31.0
TJSP;18310;SAO JOSE DOS CAMPOS;SP;DEPARTAMENTO DE EXECUÇÕES CRIMINAIS - 9 RAJ DE SAO JOSE DOS CAMPOS;G1;24.918;28.86;15,8%;718.0;716.0;-0,3%;5.772;2.041;14.784;31.672;340.0;0.0;13.466;286.0;4 anos e 5 meses;2 anos e 7 meses;93%;35%;53.0;31.0
TJSP;13311;PIRANGI;SP;VARA UNICA DE PIRANGI;G1, JE;3.576;3.519;-1,6%;1.016;1.024;0,8%;1.351;1.484;5.007;3.043;1.075;148.0;407.0;8.0;1 ano e 10 meses;2 anos e 7 meses;63%;110%;22.0;31.0
TJSP;13339;MATAO;SP;CRIMINAL DE MATAO;G1, JE;2.452;1.932;-21,2%;426.0;150.0;-64,8%;1.083;1.077;1.603;2.316;1.014;114.0;500.0;17.0;1 ano e 6 meses;2 anos e 7 meses;62%;99%;18.0;31.0
TJSP;10120;PRESIDENTE EPITACIO;SP;01 CUMULATIVA DE PRESIDENTE EPITACIO;G1, JE;11.043;9.108;-17,5%;5.387;4.475;-16,9%;3.428;5.368;8.556;7.391;3.293;1.606;1.197;25.0;7 anos e 5 meses;2 anos e 7 meses;46%;157%;89.0;31.0
TJSP;9656;GUARULHOS;SP;02 CIVEL DE GUARULHOS;G1, JE;11.630;13.069;12,4%;3.758;4.299;14,4%;4.609;3.202;4.862;15.477;2.271;900.0;570.0;38.0;1 ano e 5 meses;2 anos e 7 meses;73%;69%;17.0;31.0
TJSP;9493;CAPIVARI;SP;02 CUMULATIVA DE CAPIVARI;G1, JE;10.857;10.787;-0,6%;5.359;5.604;4,6%;2.505;2.592;5.318;13.145;1.871;516.0;1.143;44.0;3 anos e 5 meses;2 anos e 7 meses;66%;103%;41.0;31.0
TJSP;10320;SAO CARLOS;SP;04 CIVEL DE SAO CARLOS;G1, JE;5.979;6.431;7,6%;2.633;2.903;10,3%;2.371;1.918;475.0;12.284;1.388;403.0;519.0;15.0;1 ano e 4 meses;2 anos e 7 meses;65%;81%;16.0;31.0
TJSP;10573;SAO PAULO;SP;09 CIVEL DE CENTRAL;G1, JE;12.505;14.182;13,4%;5.839;6.584;12,8%;5.411;3.698;22.935;14.282;2.924;485.0;1.16;97.0;1 ano e 3 meses;2 anos e 7 meses;67%;68%;15.0;31.0
TJSP;9319;AMERICO BRASILIENSE;SP;01 CUMULATIVA DE AMERICO BRASILIENSE;G1, JE;3.939;3.988;1,2%;1.13;1.148;1,6%;1.864;1.742;2.214;5.204;1.437;209.0;852.0;34.0;1 ano e 6 meses;2 anos e 7 meses;62%;93%;18.0;31.0
TJSP;10245;SANTO ANDRE;SP;04 CRIMINAL DE SANTO ANDRE;G1, JE;699;703.0;0,6%;154.0;154.0;0%;592.0;590.0;511.0;3.497;535.0;1.0;160.0;5.0;10 meses;2 anos e 7 meses;48%;100%;10.0;31.0
TJSP;9793;JAGUARIUNA;SP;02 CUMULATIVA DE JAGUARIUNA;G1, JE;9.089;8.936;-1,7%;2.618;2.726;4,1%;3.806;3.529;3.296;15.805;2.378;644.0;970.0;22.0;1 ano e 3 meses;2 anos e 7 meses;63%;93%;15.0;31.0
TJSP;10660;SERTAOZINHO;SP;01 CIVEL DE SERTAOZINHO;G1, JE;8.600;9.314;8,3%;3.428;3.826;11,6%;4.381;3.598;17.81;6.425;2.926;507.0;1.055;44.0;10 meses;2 anos e 7 meses;60%;82%;10.0;31.0
TJSP;10049;PILAR DO SUL;SP;VARA UNICA DE PILAR DO SUL;G1, JE;4.429;3.296;-25,6%;922.0;793.0;-14%;2.151;3.37;5.048;9.197;1.815;914.0;424.0;11.0;2 anos e 2 meses;2 anos e 7 meses;42%;157%;26.0;31.0
TJSP;10452;SAO PAULO;SP;01 FAMILIA SUCESSOES DE PENHA;G1, JE;8.361;8.319;-0,5%;1.662;1.727;3,9%;2.889;2.923;10.169;5.178;1.852;689.0;816.0;21.0;2 anos;2 anos e 7 meses;69%;101%;24.0;31.0
TJSP;14323;SAO PAULO;SP;VARA JUIZ VIOLENCIA DOMESTICA DE CENTRAL;G1, JE;5.989;4.411;-26,3%;1.493;1.659;11,1%;1.207;4.619;7.909;7.337;1.331;1.994;673.0;33.0;1 ano e 7 meses;2 anos e 7 meses;37%;383%;19.0;31.0
TJSP;10210;SANTA BARBARA D'OESTE;SP;03 CIVEL DE SANTA BARBARA D OESTE;G1, JE;8.069;8.706;7,9%;1.306;1.662;27,3%;3.093;2.368;5.88;10.618;1.582;773.0;914.0;32.0;2 anos e 1 Mes;2 anos e 7 meses;75%;77%;25.0;31.0
TJSP;10908;SANTOS;SP;INFANCIA JUVENTUDE IDOSO DE SANTOS;G1, JE;1.283;1.201;-6,4%;21.0;19.0;-9,5%;689.0;798.0;3.778;565.0;292.0;184.0;331.0;0.0;1 ano e 7 meses;2 anos e 7 meses;60%;116%;19.0;31.0
TJSP;10440;SAO PAULO;SP;03 CIVEL DE SAO MIGUEL PAULISTA;G1, JE;16.401;18.036;10%;6.458;7.992;23,8%;6.915;5.135;875.0;32.906;3.143;1.468;1.252;71.0;1 ano e 3 meses;2 anos e 7 meses;66%;74%;15.0;31.0
TJSP;59797;SOROCABA;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 19 C.J. - SOROCABA DE SOROCABA;TR;109;64.0;-41,3%;62.0;40.0;-35,5%;1.0;53.0;59.0;2.0;5.0;0.0;9.0;5.0;6 anos e 3 meses;2 anos e 7 meses;23%;5.300%;75.0;31.0
TJSP;9399;BEBEDOURO;SP;03 CUMULATIVA DE BEBEDOURO;G1, JE;5.034;5.594;11,1%;1.016;1.026;1%;2.231;1.672;7.942;3.873;1.236;374.0;478.0;24.0;1 ano e 6 meses;2 anos e 7 meses;73%;75%;18.0;31.0
TJSP;74701;FERNANDOPOLIS;SP;VARA PLANTÃO DA 18ª C J - FERNANDÓPOLIS;G1, JE;108;126.0;16,7%;47.0;35.0;-25,5%;170.0;1.0;5.0;159.0;1.0;0.0;21.0;0.0;0 anos;2 anos e 7 meses;98%;1%;0.0;31.0
TJSP;9300;ARACATUBA;SP;03 CRIMINAL DE ARACATUBA;G1, JE;1.093;1.166;6,7%;315.0;351.0;11,4%;1.116;1.159;2.07;2.61;573.0;9.0;164.0;0.0;10 meses;2 anos e 7 meses;41%;104%;10.0;31.0
TJSP;10488;SAO PAULO;SP;03 CIVEL DE PINHEIROS;G1, JE;11.063;11.219;1,4%;4.315;4.874;13%;4.386;4.267;12.762;12.664;2.795;491.0;1.235;45.0;1 ano;2 anos e 7 meses;60%;97%;12.0;31.0
TJSP;10173;RIBEIRAO PRETO;SP;06 VARA CIVEL DE RIBEIRAO PRETO;G1, JE;14.730;15.95;8,3%;5.649;6.446;14,1%;4.797;3.692;5.688;19.127;2.876;728.0;718.0;63.0;1 ano e 7 meses;2 anos e 7 meses;72%;77%;19.0;31.0
TJSP;70881;SAO PAULO;SP;34ª CÂMARA DE DIREITO PRIVADO;G2;9.958;9.007;-9,6%;2.514;2.651;5,4%;9.582;10.574;11.602;11.742;1.544;837.0;1.323;1.017;5 meses;2 anos e 7 meses;38%;110%;5.0;31.0
TJSP;59890;PRESIDENTE VENCESLAU;SP;TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 28 C.J. - PRESIDENTE VENCESLAU DE PRESIDENTE VENCESLAU;TR;454;343.0;-24,4%;155.0;7.0;-95,5%;5.0;126.0;173.0;304.0;14.0;0.0;11.0;7.0;2 anos e 9 meses;2 anos e 7 meses;17%;2.520%;33.0;31.0
TJSP;10516;SAO PAULO;SP;09 CRIMINAL DE CENTRAL;G1, JE;3.790;2.391;-36,9%;1.117;1.197;7,2%;805.0;1.89;2.577;6.159;1.807;54.0;215.0;1.0;3 anos e 3 meses;2 anos e 7 meses;38%;235%;39.0;31.0
